,grade,负债水平,年龄,closed_accounts,past_due_accounts,open_accounts,enquiry_alert,一年内信用卡查询次数,一年内贷款查询次数,在用信用卡数,信用卡总额度,信用卡平均额度,当前贷款笔数,贷款总额度,贷款平均额度,近一年逾期30天以上次数,平均每月还款额,学历,就业状况
0,,220605,35,14,0,5,57,4,11,0,0,0,5,239765,47953,4,11319,,
1,,274346,33,1,0,5,63,0,7,1,36000,36000,4,270984,67746,0,1578,,
2,,309839,47,29,0,6,71,2,15,1,10000,10000,5,354000,70800,2,16338,,
3,,40806,27,20,0,4,58,0,10,1,2000,2000,3,70000,23333,2,10200,,
4,,240985,28,2,0,5,45,0,5,1,79000,79000,4,160000,40000,2,2546,,
5,,275144,45,13,0,12,75,1,14,2,118000,59000,10,328105,32811,2,5885,,
6,,246529,26,7,0,6,92,0,49,0,0,0,6,330000,55000,4,5506,,
7,,-3,26,2,0,0,22,0,10,0,0,0,0,0,0,0,12994,,
8,,599472,33,11,0,7,96,0,6,3,39000,13000,4,421248,105312,3,10894,,
9,,72607,38,5,0,4,61,12,28,0,0,0,4,65000,16250,0,1045,,
10,,180737,27,3,0,6,75,1,16,3,287000,95667,3,70000,23333,1,9790,,
11,,678800,42,7,0,8,82,1,40,1,69000,69000,7,615000,87857,3,21562,,
12,,54701,22,3,0,7,47,1,16,1,10000,10000,6,105000,17500,3,3906,,
13,,398882,26,1,0,8,54,3,24,1,68000,68000,7,490000,70000,1,8430,,
14,,102775,21,2,0,5,39,11,19,3,25000,8333,2,75000,37500,0,4019,,
15,,180834,25,26,0,4,51,1,10,0,0,0,4,169000,42250,0,2035,,
16,,140893,24,4,0,9,117,6,17,8,118000,14750,1,50000,50000,5,5032,,
17,,28514,46,10,0,2,11,1,1,1,15000,15000,1,15000,15000,4,19516,,
18,,147411,25,5,0,4,31,0,3,0,0,0,4,123969,30992,0,10862,,
19,,323263,31,1,0,7,37,0,6,5,156000,31200,2,150000,75000,0,5363,,
20,,76196,29,13,0,5,54,0,7,0,0,0,5,110000,22000,7,9567,,
21,,158432,48,10,0,12,123,1,48,2,20000,10000,10,181810,18181,1,1426,,
22,,159382,33,14,0,6,68,0,22,0,0,0,6,155000,25833,0,23364,,
23,,102685,31,4,1,4,61,0,10,1,14000,14000,4,112000,28000,1,11561,,
24,,-4,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,
25,,494317,48,10,1,7,97,0,9,6,417000,69500,2,80000,40000,1,5274,,
26,,94087,26,15,0,9,36,7,15,2,43000,21500,7,100000,14286,6,3876,,
27,,76555,25,2,0,5,10,3,1,4,40000,10000,1,30000,30000,0,712,,
28,,23689,23,4,0,2,11,1,6,0,0,0,2,25000,12500,3,268,,
29,,376713,44,11,0,7,63,3,7,3,20000,6667,4,420000,105000,0,27242,,
30,,324677,26,5,0,8,102,0,19,1,48000,48000,7,308600,44086,0,11819,,
31,,51672,26,1,0,4,24,0,0,4,45000,11250,0,0,0,0,0,,
32,,-3,37,1,2,0,33,0,5,2,20000,10000,0,0,0,2,0,,
33,,1066894,38,12,0,9,94,2,7,2,192000,96000,7,930000,132857,0,30186,,
34,,192917,37,6,0,2,17,1,6,0,0,0,2,160000,80000,2,1665,,
35,,39200,22,2,0,6,42,2,19,0,0,0,6,68000,11333,1,4636,,
36,,426334,43,13,0,7,79,0,15,0,0,0,7,423693,60528,2,10085,,
37,,77787,37,6,2,5,20,0,5,5,139000,27800,2,100000,50000,4,3880,,
38,,279204,29,6,0,5,77,2,15,0,0,0,5,310000,62000,1,6991,,
39,,13949,21,9,0,3,57,0,20,0,0,0,3,25000,8333,5,4953,,
40,,35107,31,22,0,6,61,0,32,0,0,0,6,75000,12500,1,18307,,
41,,274000,25,21,0,5,84,1,19,0,0,0,5,222000,44400,1,14109,,
42,,214144,36,10,0,6,57,0,35,6,163200,27200,6,324458,54076,2,12034,,
43,,146636,25,0,0,7,33,0,6,3,80000,26667,4,60000,15000,0,815,,
44,,141931,41,22,0,6,45,0,7,0,0,0,6,135000,22500,5,12721,,
45,,10684,40,2,2,1,63,6,8,2,23000,11500,1,25000,25000,2,2147,,
46,,384584,34,24,0,4,16,0,7,0,0,0,4,419033,104758,3,18759,,
47,,591081,34,5,0,7,127,0,2,5,496000,99200,2,450000,225000,0,54955,,
48,,335135,27,8,0,10,125,2,34,2,78000,39000,8,400000,50000,2,6336,,
49,,410159,34,13,0,6,38,0,6,0,0,0,6,388961,64827,1,4366,,
50,,1247348,55,24,0,8,55,0,5,2,80000,40000,6,916000,152667,4,212223,,
51,,122338,44,15,0,7,30,0,16,0,0,0,7,195000,27857,2,10925,,
52,,50718,21,0,0,3,19,0,6,0,0,0,3,69990,23330,0,883,,
53,,211536,27,7,0,4,52,0,9,2,124000,62000,2,70000,35000,1,2972,,
54,,145524,22,0,0,4,43,3,7,0,0,0,4,105000,26250,0,1283,,
55,,61689,21,1,0,4,10,0,9,0,0,0,4,65000,16250,0,6734,,
56,,80379,24,3,0,4,17,0,2,0,0,0,4,74991,18748,0,606,,
57,,135166,50,12,0,5,51,0,2,1,10000,10000,4,150000,37500,1,7055,,
58,,615406,39,18,0,9,95,0,23,1,10000,10000,8,760000,95000,3,27876,,
59,,22306,35,10,0,3,69,1,10,1,9000,9000,2,20000,10000,0,7007,,
60,,-3,36,1,0,0,4,0,1,0,0,0,0,0,0,0,0,,
61,,170755,23,0,0,3,16,1,4,0,0,0,3,149986,49995,0,1975,,
62,,132143,23,12,0,5,50,0,17,0,0,0,5,131000,26200,0,8991,,
63,,232873,48,8,0,4,31,1,7,0,0,0,4,1187000,296750,1,14306,,
64,,361994,38,10,0,6,71,2,19,2,40000,20000,4,280000,70000,0,27869,,
65,,201126,31,0,0,3,31,3,10,0,0,0,3,220000,73333,0,6059,,
66,,355068,35,2,0,14,93,3,16,5,36000,7200,9,380000,42222,1,3414,,
67,,86671,25,8,0,9,63,1,16,1,5000,5000,8,138559,17320,3,3239,,
68,,227389,24,6,0,3,89,2,4,0,0,0,3,218190,72730,3,16124,,
69,,316873,47,0,2,3,14,1,9,2,0,0,3,290000,96667,2,3211,,
70,,83798,21,0,0,4,33,0,2,4,103000,25750,0,0,0,0,950,,
71,,8701,58,0,2,1,17,2,9,2,40000,20000,1,10000,10000,2,358,,
72,,-3,51,0,5,0,1,0,0,4,55000,13750,1,180000,180000,5,0,,
73,,75176,23,18,0,2,41,5,13,0,0,0,2,75000,37500,1,9860,,
74,,301280,38,18,0,9,38,0,18,1,40000,40000,8,268000,33500,1,13161,,
75,,0,25,15,0,3,31,0,9,1,10000,10000,2,20000,10000,3,6812,,
76,,495236,40,3,0,2,31,0,2,1,45000,45000,1,300000,300000,1,6065,,
77,,107194,42,6,0,2,22,0,3,1,20000,20000,1,64000,64000,2,15759,,
78,,93769,25,0,0,4,31,4,12,0,0,0,4,120000,30000,0,995,,
79,,76556,38,1,0,3,8,0,6,0,0,0,3,80000,26667,0,1965,,
80,,10000,24,15,0,2,62,1,8,0,0,0,2,20000,10000,0,12917,,
81,,354635,51,9,0,8,49,0,20,0,0,0,8,289999,36250,0,1601,,
82,,93593,25,1,0,6,18,0,15,0,0,0,6,91000,15167,0,1063,,
83,,233174,52,4,0,3,18,0,1,1,15000,15000,2,204926,102463,0,10804,,
84,,-3,28,1,0,0,6,1,5,0,0,0,0,0,0,0,2411,,
85,,146451,22,1,0,6,42,4,12,2,66000,33000,4,125000,31250,0,10506,,
86,,79953,21,1,0,2,8,1,4,0,0,0,2,80000,40000,0,7955,,
87,,33084,24,2,0,2,26,1,0,2,52000,26000,0,0,0,0,100,,
88,,-4,30,0,0,0,4,0,4,0,0,0,0,0,0,0,0,,
89,,20000,31,18,0,6,31,0,3,2,10000,5000,4,110000,27500,5,6163,,
90,,14978,24,0,0,2,6,0,6,0,0,0,2,15000,7500,0,586,,
91,,99984,24,15,0,8,25,1,5,4,25000,6250,4,140000,35000,4,18385,,
92,,-4,22,0,0,0,4,0,3,0,0,0,0,0,0,0,0,,
93,,219489,22,0,0,3,20,0,13,0,0,0,3,235000,78333,0,16571,,
94,,223365,55,19,0,5,30,0,8,0,0,0,5,210000,42000,0,2182,,
95,,102760,39,8,0,6,43,2,11,2,35000,17500,4,70000,17500,2,16433,,
96,,220334,59,14,0,7,60,0,13,1,10000,10000,6,201000,33500,1,14484,,
97,,88518,25,1,0,5,18,0,12,0,0,0,5,95000,19000,1,3265,,
98,,87306,24,0,0,2,4,0,1,1,65000,65000,1,20000,20000,0,800,,
99,,78007,20,0,0,3,12,1,3,0,0,0,3,81000,27000,0,1674,,
100,,80718,23,2,0,5,65,0,3,3,130000,43333,2,167000,83500,2,1084,,
101,,30000,25,0,0,1,17,1,13,0,0,0,1,30000,30000,0,0,,
102,,176662,24,2,0,6,40,0,8,1,25000,25000,5,224686,44937,0,10438,,
103,,725340,41,7,0,5,42,0,1,1,46000,46000,4,636000,159000,4,20185,,
104,,120296,22,4,0,9,48,0,19,0,0,0,9,177000,19667,1,2736,,
105,,486131,48,11,0,4,26,1,9,0,0,0,4,689000,172250,7,10463,,
106,,48357,40,4,0,3,52,0,1,1,14000,14000,2,80000,40000,1,2784,,
107,,70717,30,0,0,1,50,1,9,0,0,0,1,70000,70000,0,3000,,
108,,169147,22,3,0,6,38,0,5,3,30000,10000,3,125000,41667,0,2068,,
109,,266163,34,17,0,7,64,0,11,0,0,0,7,327316,46759,0,10417,,
110,,226374,59,2,0,4,51,8,5,4,428600,107150,0,0,0,1,16782,,
111,,-3,32,6,0,0,21,1,3,0,0,0,0,0,0,3,7788,,
112,,220541,30,5,0,10,68,2,10,3,65000,21667,7,220388,31484,2,1416,,
113,,144336,45,1,0,5,8,0,2,4,110000,27500,1,112200,112200,0,1582,,
114,,760847,46,20,0,10,121,0,20,1,61000,61000,9,715000,79444,0,61917,,
115,,144104,23,5,0,6,49,0,9,0,0,0,6,140000,23333,1,903,,
116,,66702,31,2,0,3,37,2,13,0,0,0,3,90000,30000,0,5039,,
117,,30656,50,3,0,2,10,1,4,1,10000,10000,1,18000,18000,2,3352,,
118,,143771,28,4,0,6,60,0,4,1,95000,95000,5,121978,24396,0,902,,
119,,615854,37,6,0,13,148,0,6,11,594000,54000,2,200000,100000,1,932,,
120,,0,39,0,0,1,5,0,1,0,0,0,1,30000,30000,0,0,,
121,,142215,27,2,0,6,58,1,12,0,0,0,6,136000,22667,0,4052,,
122,,85857,29,2,0,3,37,0,4,0,0,0,3,110000,36667,1,4304,,
123,,31062,24,1,0,4,26,4,13,0,0,0,4,35000,8750,0,851,,
124,,216215,19,7,0,8,65,1,50,0,0,0,8,225000,28125,1,7205,,
125,,126458,24,20,0,9,61,1,19,0,0,0,9,145000,16111,4,9222,,
126,,35959,22,0,0,3,14,3,6,1,10000,10000,2,26000,13000,0,67,,
127,,62621,30,1,0,2,11,0,1,0,0,0,2,60000,30000,1,2177,,
128,,113715,40,5,0,5,25,0,16,0,0,0,5,95000,19000,0,5830,,
129,,435339,34,3,0,11,117,2,7,9,462999,51444,2,140000,70000,0,6525,,
130,,350414,26,16,0,8,114,10,17,1,15000,15000,7,381125,54446,0,6152,,
131,,303890,39,5,0,4,44,0,4,1,64999,64999,3,242001,80667,1,32283,,
132,,76041,22,0,0,2,21,0,7,0,0,0,2,80000,40000,0,955,,
133,,24193,25,0,0,3,2,1,0,3,85000,28333,0,0,0,0,1382,,
134,,206059,27,7,0,9,112,0,18,3,79000,26333,6,231000,38500,2,9079,,
135,,-4,23,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,
136,,391153,28,5,0,7,67,0,13,1,33000,33000,6,399000,66500,0,3555,,
137,,17295,23,2,0,2,9,3,0,2,20000,10000,0,0,0,0,450,,
138,,376022,26,8,0,4,21,1,2,3,95000,31667,1,293000,293000,0,4345,,
139,,233741,29,7,0,8,92,0,15,0,0,0,8,280000,35000,0,3889,,
140,,135200,22,6,0,4,22,0,12,1,13000,13000,3,130000,43333,3,4957,,
141,,119982,27,2,0,4,12,0,3,2,42000,21000,2,70000,35000,0,10567,,
142,,0,21,0,0,2,13,0,0,0,0,0,2,25000,12500,0,0,,
143,,20617,21,0,0,2,4,3,1,1,18000,18000,1,15000,15000,0,0,,
144,,19913,22,2,0,2,38,13,3,1,10000,10000,1,13528,13528,0,3626,,
145,,69008,29,17,0,4,32,1,11,1,10000,10000,3,99949,33316,14,11289,,
146,,222438,30,5,0,5,42,0,0,3,55547,18516,2,236000,118000,0,29679,,
147,,20246,37,2,0,3,11,1,7,1,10000,10000,2,20000,10000,0,132,,
148,,1003433,47,19,0,6,53,5,9,0,0,0,6,1187363,197894,2,26574,,
149,,422497,37,10,0,7,37,0,3,4,61000,15250,3,310216,103405,0,15758,,
150,,665045,37,9,0,8,61,1,12,3,115000,38333,5,653950,130790,0,25688,,
151,,157889,39,15,0,5,42,1,9,0,0,0,5,165837,33167,3,25298,,
152,,850902,51,11,0,8,62,0,3,4,178000,44500,4,540000,135000,0,28618,,
153,,85088,21,0,0,11,50,3,7,7,40000,5714,4,60000,15000,0,796,,
154,,51151,21,6,0,2,7,0,0,1,45000,45000,1,10000,10000,1,6255,,
155,,355940,34,17,0,8,40,0,6,4,79000,19750,4,579176,144794,5,11355,,
156,,160894,25,1,0,3,13,1,7,1,25000,25000,2,120000,60000,0,1214,,
157,,85180,49,3,0,4,10,1,9,0,0,0,4,80000,20000,0,3738,,
158,,83048,22,2,0,8,56,0,20,3,11000,3667,5,75000,15000,1,1333,,
159,,418363,37,11,0,11,62,3,9,3,20000,6667,8,588000,73500,0,19389,,
160,,675432,35,14,0,3,11,0,2,0,0,0,3,636336,212112,2,38982,,
161,,326184,28,0,0,3,39,0,5,1,212000,212000,2,150000,75000,0,987,,
162,,30209,23,0,0,2,6,3,3,1,10000,10000,1,20000,20000,0,0,,
163,,607792,38,9,0,13,92,1,16,4,111000,27750,9,486000,54000,0,8767,,
164,,741103,50,22,0,5,50,0,21,0,0,0,5,565000,113000,6,44361,,
165,,72474,20,0,0,5,33,2,10,1,10000,10000,4,70000,17500,0,1187,,
166,,885,55,0,0,1,33,1,0,1,70000,70000,0,0,0,0,902,,
167,,11726,25,0,0,1,6,0,6,0,0,0,1,10000,10000,0,1066,,
168,,173080,37,4,0,5,44,0,1,1,24000,24000,4,169000,42250,0,1842,,
169,,-3,27,17,0,0,3,0,1,0,0,0,0,0,0,5,14166,,
170,,172099,38,5,0,2,23,0,4,1,61000,61000,1,100000,100000,1,1526,,
171,,96152,28,7,0,1,16,0,1,0,0,0,1,97000,97000,4,3943,,
172,,0,27,4,0,2,3,0,0,2,15000,7500,0,0,0,1,7339,,
173,,153579,29,6,0,6,48,4,29,0,0,0,12,320000,26667,0,1757,,
174,,402912,27,13,0,5,61,0,16,0,0,0,5,350000,70000,1,15217,,
175,,223877,23,9,0,7,98,0,20,2,18000,9000,5,190000,38000,0,7752,,
176,,221061,47,4,0,8,35,0,2,6,129000,21500,2,120000,60000,1,8692,,
177,,132793,23,3,0,2,23,0,5,0,0,0,2,129000,64500,0,4497,,
178,,322918,36,11,0,10,123,3,13,3,31000,10333,7,285000,40714,1,2157,,
179,,-4,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,,
180,,149360,22,5,0,3,38,0,9,0,0,0,3,107400,35800,0,0,,
181,,419536,22,0,0,7,55,1,12,4,70000,17500,3,310000,103333,0,606,,
182,,225497,27,16,0,6,39,1,8,1,20000,20000,5,242000,48400,1,18670,,
183,,394438,25,10,0,10,79,0,28,1,25000,25000,9,348000,38667,1,9451,,
184,,868334,49,7,0,9,30,8,8,3,55000,18333,6,890000,148333,1,31966,,
185,,162578,37,6,0,5,36,0,4,1,100000,100000,4,183582,45896,1,6036,,
186,,24722,22,0,0,2,8,2,1,1,5000,5000,1,20000,20000,1,975,,
187,,-4,19,0,0,0,11,1,10,0,0,0,0,0,0,0,0,,
188,,164603,27,7,0,6,61,5,12,0,0,0,6,223000,37167,2,6969,,
189,,46787,20,6,0,4,55,2,8,0,0,0,4,65000,16250,0,2110,,
190,,132737,30,12,0,5,93,2,16,1,14000,14000,4,230000,57500,1,6540,,
191,,308954,46,15,0,7,104,0,12,2,35000,17500,5,295000,59000,2,5336,,
192,,369073,28,1,0,5,53,0,5,1,30000,30000,4,367500,91875,0,22992,,
193,,177878,24,9,0,12,123,2,41,1,8000,8000,11,183701,16700,1,5107,,
194,,108320,25,1,0,3,26,0,4,0,0,0,3,124917,41639,1,9030,,
195,,199744,24,0,0,2,36,1,1,0,0,0,2,130000,65000,0,3995,,
196,,135017,25,0,0,4,64,1,6,3,88000,29333,1,40000,40000,0,924,,
197,,10000,20,0,0,1,19,3,16,0,0,0,1,10000,10000,0,0,,
198,,-3,30,1,0,0,0,0,0,0,0,0,0,0,0,1,9042,,
199,,40778,22,0,0,1,11,1,0,0,0,0,1,40000,40000,1,2200,,
200,,116236,22,0,0,4,19,1,10,0,0,0,4,120000,30000,1,894,,
201,,49329,25,7,0,4,37,1,21,0,0,0,4,310000,77500,3,4173,,
202,,213692,43,8,0,6,50,1,4,1,60000,60000,5,190000,38000,3,3172,,
203,,453220,33,8,0,5,92,0,4,1,51000,51000,4,478988,119747,0,28643,,
204,,-4,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
205,,203262,27,21,0,7,67,0,10,0,0,0,7,248000,35429,0,8990,,
206,,10000,23,5,0,3,13,1,6,3,19999,6666,0,0,0,0,0,,
207,,43152,22,2,0,4,45,2,27,0,0,0,4,45000,11250,2,631,,
208,,281897,25,0,0,9,22,0,6,4,21000,5250,5,240000,48000,0,516,,
209,,3050,21,0,0,1,5,2,3,0,0,0,1,3000,3000,0,0,,
210,,558733,44,21,0,10,76,2,13,3,35000,11667,7,480000,68571,2,10877,,
211,,96189,22,3,0,6,30,0,19,0,0,0,6,95000,15833,0,5493,,
212,,96082,24,3,0,2,23,1,3,0,0,0,2,90000,45000,1,3393,,
213,,147373,37,7,0,4,19,0,5,0,0,0,4,161000,40250,0,14386,,
214,,139646,54,10,0,4,43,0,14,0,0,0,4,160000,40000,0,103297,,
215,,-4,27,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,
216,,483864,28,8,0,4,75,2,4,1,70000,70000,3,425000,141667,0,85970,,
217,,341257,44,9,0,7,60,0,40,2,20000,10000,12,690000,57500,6,4713,,
218,,106123,20,1,0,4,16,2,10,1,10000,10000,3,90000,30000,0,2442,,
219,,211801,25,2,0,2,47,0,2,2,196000,98000,0,0,0,4,1250,,
220,,434170,51,8,0,3,45,1,3,1,25000,25000,2,238000,119000,0,44009,,
221,,0,20,2,0,3,35,1,20,0,0,0,3,49536,16512,1,2017,,
222,,249062,28,15,0,9,47,1,8,4,56000,14000,5,320000,64000,0,17276,,
223,,23564,25,6,0,2,58,0,5,1,104000,104000,1,30000,30000,0,15298,,
224,,112545,22,2,0,8,36,4,27,1,10000,10000,7,100000,14286,1,798,,
225,,441971,32,10,0,13,108,1,16,5,151200,30240,8,425000,53125,0,17939,,
226,,106936,34,0,0,3,17,0,7,1,8000,8000,2,100000,50000,0,1792,,
227,,250780,21,0,0,6,11,0,8,1,10000,10000,5,195000,39000,0,1952,,
228,,7001,20,0,0,1,2,1,0,1,8000,8000,0,0,0,0,4418,,
229,,-4,32,0,0,0,7,0,7,0,0,0,0,0,0,0,0,,
230,,547397,31,20,0,3,95,1,21,0,0,0,3,568516,189505,0,54137,,
231,,123202,23,1,0,2,27,0,6,0,0,0,2,130000,65000,0,3105,,
232,,3023,23,0,0,1,13,0,3,0,0,0,1,50000,50000,0,0,,
233,,93946,60,2,0,5,59,1,0,3,65100,21700,2,82250,41125,0,681,,
234,,86832,23,2,0,5,26,0,20,0,0,0,5,86357,17271,0,901,,
235,,-4,19,0,0,0,8,1,7,0,0,0,0,0,0,0,0,,
236,,19618,23,0,0,2,10,0,3,0,0,0,2,20000,10000,0,1083,,
237,,297951,43,23,0,5,64,0,6,0,0,0,5,279000,55800,0,24674,,
238,,148055,27,7,0,5,37,3,9,2,35000,17500,3,120000,40000,2,4903,,
239,,105685,22,1,0,4,48,2,9,1,10000,10000,3,82400,27467,0,612,,
240,,67331,27,1,0,2,7,5,0,2,65000,32500,0,0,0,1,4621,,
241,,30047,21,1,0,4,22,13,2,4,82000,20500,0,0,0,0,1430,,
242,,216654,23,7,0,6,44,0,14,0,0,0,6,242000,40333,2,3825,,
243,,0,24,3,0,1,44,0,3,0,0,0,1,15000,15000,3,15577,,
244,,51990,27,6,0,5,58,2,40,1,15000,15000,4,47000,11750,4,6092,,
245,,-4,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,,
246,,-3,27,2,0,0,20,1,7,0,0,0,0,0,0,2,15405,,
247,,9125,25,2,0,1,20,0,7,0,0,0,1,10000,10000,2,7288,,
248,,232078,58,25,0,5,50,0,14,1,15000,15000,4,260000,65000,0,13092,,
249,,75747,35,12,0,7,81,2,21,0,0,0,7,89000,12714,5,1933,,
250,,100542,23,5,0,6,48,4,2,4,85000,21250,2,130000,65000,0,13883,,
251,,103650,24,0,0,2,20,1,6,1,34000,34000,1,69939,69939,0,15450,,
252,,6811,38,0,0,1,2,0,1,0,0,0,1,10000,10000,0,3600,,
253,,396293,33,6,0,10,68,0,41,3,80000,26667,7,270000,38571,1,5227,,
254,,177931,25,8,0,6,75,0,6,2,20000,10000,4,180000,45000,1,6729,,
255,,688808,43,20,0,9,86,1,59,0,0,0,9,644948,71661,5,33038,,
256,,108291,23,0,0,3,50,1,4,0,0,0,3,144000,48000,0,2912,,
257,,123927,38,19,0,7,53,0,9,2,15000,7500,5,210000,42000,2,8149,,
258,,52465,21,1,0,2,19,1,2,0,0,0,2,54996,27498,1,4803,,
259,,64109,58,1,0,1,33,0,0,1,62000,62000,0,0,0,0,1300,,
260,,10000,19,0,0,1,14,4,1,0,0,0,1,10000,10000,0,846,,
261,,70525,27,0,0,4,46,1,13,1,20000,20000,3,55000,18333,0,1369,,
262,,282214,24,4,0,6,72,0,9,2,26000,13000,4,280000,70000,0,4507,,
263,,870040,25,12,0,14,149,2,15,10,249805,24981,4,600052,150013,0,18399,,
264,,45186,49,13,0,5,25,0,12,0,0,0,5,75000,15000,4,7592,,
265,,30000,21,0,0,1,7,3,4,0,0,0,1,30000,30000,0,0,,
266,,171642,27,5,0,4,67,1,16,0,0,0,4,135045,33761,1,8385,,
267,,30000,21,0,0,1,5,0,3,0,0,0,1,30000,30000,0,1335,,
268,,-4,23,0,0,0,7,0,6,0,0,0,0,0,0,0,0,,
269,,74426,25,4,0,2,27,4,0,1,5000,5000,1,70000,70000,2,5030,,
270,,867942,55,20,0,12,97,0,15,3,65000,21667,9,665000,73889,0,61116,,
271,,245138,25,5,0,9,73,4,13,16,440000,27500,3,45000,15000,0,1241,,
272,,43532,20,0,0,3,12,0,7,0,0,0,3,50000,16667,1,2152,,
273,,82417,20,3,0,7,57,1,28,2,25000,12500,5,76000,15200,1,1191,,
274,,223342,27,15,0,6,45,0,15,1,50000,50000,5,165000,33000,0,1966,,
275,,441668,37,2,0,15,131,1,15,8,192000,24000,7,398000,56857,0,1562,,
276,,115112,21,3,0,3,47,0,11,0,0,0,3,130000,43333,1,12936,,
277,,154279,25,0,0,3,18,0,0,1,75000,75000,2,80000,40000,0,1946,,
278,,344265,36,29,0,11,70,0,16,3,65000,21667,8,447914,55989,3,10009,,
279,,102513,21,2,0,4,26,0,11,0,0,0,4,111000,27750,0,9314,,
280,,260386,24,0,0,2,49,2,5,1,90000,90000,1,105000,105000,0,4915,,
281,,70037,20,5,0,2,38,0,10,0,0,0,2,70000,35000,0,8937,,
282,,441792,29,8,0,4,67,4,11,1,50000,50000,3,310500,103500,0,6113,,
283,,24374,22,11,0,3,54,0,5,0,0,0,3,30000,10000,4,6036,,
284,,35436,26,4,0,3,34,1,7,0,0,0,3,64959,21653,2,2766,,
285,,87513,27,19,0,4,73,0,12,0,0,0,4,103000,25750,0,21213,,
